StudID,Y1GPA,Y12GPA,Org
57,4,4,JJI
58,3.8433679755311463,3.681141752563417,IGI
59,3.92574436114964,3.9678158634657255,BIA
60,3.929324727016501,3.980168953328393,FIG
61,3.7143220090307296,3.528613630362476,DHJ
62,4,4,BIA
63,4,4,ECE
64,4,4,JJI
65,3.111909053474665,3.229287155701176,JID
66,3.7970498950686307,4,None
67,3.5586040427675476,,FJG
68,3.10986660157796,3.5418224366869957,ECE
69,3.0154358381276123,2.9044546676141074,FIG
70,4,4,IGI
71,4,4,FJG
72,3.37236660157796,3.264403081848286,ECE
73,3.3429243650187606,3.524449885970292,CEI
74,3.9610204833039244,3.9695053158125475,None
75,4,,DHJ
76,4,4,JID
77,3.4911166015779602,3.38864550609071,ECE
78,4,3.999875390995294,JID
79,2.8,2.975,XXX
80,3.7518220090307293,3.6952802970291425,DHJ
81,3.4119090534746648,3.499875390995294,JID
82,4,4,FJG
83,3.035155342364063,,DHJ
84,3.591824727016501,3.5066395415636875,FIG
85,4,4,JJI
86,3.8019090534746645,3.8881106851129412,JID
87,3.9143220090307294,3.841340903089749,DHJ
88,4,4,None
89,3.683337624903236,3.693208724328627,JID
90,3.270732582886429,2.9695723606922635,JID
91,3.2043247270165014,3.2426689533283932,FIG
92,2.5875,2.9157894736842107,XXX
93,4,3.8346139747856394,IGI
94,3.776785074067967,3.7137007625649376,JJI
95,3.6494090534746646,3.687375390995294,JID
96,3.1767850740679675,3.200367429231604,JJI
97,4,4,FJG
98,3.7098666015779602,3.8567107741559785,ECE
99,3.8393220090307296,3.7261893879382333,DHJ
100,3.781626714090817,3.820021745818667,BIA
101,3.941138650733046,4,CEI
102,3.964404121687015,3.915421192672464,JJI
103,2.9543247270165014,3.0051689533283934,FIG
104,4,,FJG
105,3.3114994283855683,2.9225818843307296,DHJ
106,2.5800346421978126,2.6717667525634172,IGI
107,4,4,JID
108,3.6441267140908167,3.8954249716251184,BIA
109,2.69736660157796,2.9510697485149526,ECE
110,2.7375,2.76875,XXX
111,2.5643220090307293,2.426946963695809,DHJ
112,3.7893220090307294,3.7331969636958093,DHJ
113,2.8267013088644792,2.855573570745235,IGI
114,4,4,FJG
115,3.1312337737366116,3.243882447566777,DHJ
116,3.653638650733046,,CEI
117,4,4,BIA
118,4,3.9724173575872554,FJG
119,3.53486660157796,,ECE
120,4,4,ECE
121,4,3.968641752563417,IGI
122,4,4,IGI
123,3.973250580459301,3.9552802970291423,DHJ
124,2.341824727016501,2.190168953328393,FIG
125,3.236652315863674,,ECE
126,3.8463091520017345,3.725627046681064,IGI
127,4,4,JJI
128,2.109090909090909,2.508,XXX
129,4,,FJG
130,4,4,None
131,3.680867975531146,3.6815093996222408,IGI
132,3.669126714090817,,BIA
133,3.7043247270165014,3.8426689533283933,FIG
134,2.9910707883536816,3.051649480513655,JJI
135,4,4,JJI
136,4,4,FJG
137,3.574409053474665,3.573949465069368,JID
138,2.836225118388289,2.5088203239919884,IGI
139,3.6473666015779602,3.637130354575559,ECE
140,3.8586040427675474,3.8032885697084677,FJG
141,4,4,ECE
142,4,4,IGI
143,3.9452423868079984,3.9684468195667226,JID
144,2.9643220090307296,,DHJ
145,2.853998779609652,2.870114726008308,FJG
146,3.1246754713389757,3.3524576801679014,FJG
147,2.964525095399126,3.0505423575872554,FJG
148,4,4,BIA
149,3.5587302379415964,3.4615045311236483,ECE
150,3.061467584159358,3.2635022866617267,FIG
151,3.766070788353682,3.8727483816125563,JJI
152,2.125,2.8,XXX
153,2.768367975531146,2.594967510139175,IGI
154,2.7808679755311463,2.69072508589675,IGI
155,1.6857142857142855,2.0214285714285714,XXX
156,3.943367975531146,3.681141752563417,IGI
157,1.7999999999999998,2.36875,XXX
158,3.5933679755311463,3.4640584192300836,IGI
159,3.341070788353681,3.407034095898271,JJI
160,4,4,BIA
161,4,4,ECE
162,3.649273772914346,3.9768074601043812,BIA
163,3.4683679755311463,3.5040584192300837,IGI
164,3.258604042767547,3.5245006909205894,FJG
165,3.530090871656483,3.328860898241671,JID
166,3.933356985081017,3.9574416806011206,FIG
167,3.035305317399713,3.133052036507926,CEI
168,2.925,3.0933333333333333,XXX
169,4,3.955855079152,BIA
170,3.9813981604146056,4,FJG
171,2.2965244380900494,2.475875390995294,JID
172,3.6095498950686307,3.9121683592908085,None
173,3.833604042767547,4,FJG
174,2.570588235294118,,XXX
175,3.740403356615399,4,CEI
176,3.8494090534746648,4,JID
177,2.768367975531146,2.7744287896004542,IGI
178,2.7125,3.036363636363636,XXX
179,4,4,BIA
180,3.8316267140908167,3.8887717458186666,BIA
181,3.446104042767547,3.5382261811166678,FJG
182,3.0393220090307294,3.075280297029143,DHJ
183,4,4,ECE
184,4,4,FJG
185,2.86496004742415,2.975625194094529,BIA
186,3.7286386507330462,3.9348665526369584,CEI
187,4,4,IGI
188,3.216824727016501,3.3331992563586965,FIG
189,3.136652315863674,3.2377364151816197,ECE
190,4,4,FJG
191,2.6625,,XXX
192,4,4,BIA
193,3.9649600474241504,3.9060511575833727,BIA
194,3.72682200903073,3.082592124986132,DHJ
195,4,4,BIA
196,2.9937951730065313,2.7850927370207,ECE
197,3.3994090534746646,3.0322283321717647,JID
198,4,4,CEI
199,3.0941176470588236,3.5205882352941176,XXX
200,2.5375,2.9,XXX
201,4,4,CEI
202,2.3588235294117648,2.587878787878788,XXX
203,4,4,CEI
204,3.3544535879780977,,DHJ
205,2.375,2.89375,XXX
206,4,3.9916942213597744,None
207,4,4,CEI
208,4,4,CEI
209,3.8816267140908165,3.895021745818667,BIA
210,3.696104042767547,3.704070583393707,FJG
211,3.0933679755311463,3.1858766010482658,IGI
212,3.0418247270165013,3.04731181047125,FIG
213,3.393367975531146,3.149891752563417,IGI
214,4,3.8283008434725083,IGI
215,3.1709913936831677,,FIG
216,3.8912165617352974,4,None
217,4,3.9936253909952937,JID
218,3.524404121687015,3.657943186807362,JJI
219,3.9146002001183877,4,JJI
220,4,,None
221,3.8517783662838423,3.8856152030604076,ECE
222,4,4,None
223,4,4,CEI
224,3.94736660157796,4,ECE
225,3.817883228401964,3.5161456320180813,None
226,3.524675471338976,3.823425422103385,FJG
227,3.63486660157796,3.5098576273028317,ECE
228,3.396104042767547,3.3599173575872556,FJG
229,2.9994090534746647,3.219875390995294,JID
230,3.6429243650187604,3.7911165526369586,CEI
231,2.654324727016501,2.8483507715102117,FIG
232,4,3.999729414901079,IGI
233,3.8361040427675475,4,FJG
234,3.903570788353681,3.988246217110392,JJI
235,3.68486660157796,3.7159182333634377,ECE
236,4,,BIA
237,3.0339279312108243,3.320367429231604,JJI
238,2.45,2.9875,XXX
239,4,4,None
240,4,4,CEI
241,4,4,BIA
242,2.9125,3.175,XXX
243,3.151216561735297,3.2434183592908084,None
244,4,4,FJG
245,3.0238767459711418,3.160813522333928,CEI
246,2.763148256428266,2.7241083472677876,FIG
247,3.9963146009509836,4,None
248,3.6262165617352973,3.7503149110149465,None
249,3.902770709434214,3.8298770350066103,FJG
250,3.566138650733046,3.8911165526369587,CEI
251,2.4941176470588236,2.802380952380952,XXX
252,3.7668247270165014,3.7235022866617267,FIG
253,3.230867975531146,3.4309401396601915,IGI
254,3.048488675697396,3.017571963695809,DHJ
255,3.730867975531146,3.5623917525634172,IGI
256,2.768367975531146,2.918641752563417,IGI
257,3.8994090534746646,3.799875390995294,JID
258,3.3043247270165015,3.285341367121497,FIG
259,3.2244090534746648,,JID
260,3.5976233391889503,3.762375390995294,JID
261,4,4,FJG
262,3.8393220090307296,3.776946963695809,DHJ
263,3.69736660157796,3.581069748514953,ECE
264,2.9647965469597177,2.6016774668491314,IGI
265,3.225,3.625,XXX
266,2.9086386507330464,3.11870275953351,CEI
267,3.9518220090307294,3.876946963695809,DHJ
268,4,4,None
269,4,4,IGI
270,3.24736660157796,3.514403081848286,ECE
271,3.341070788353681,3.4905635076629764,JJI
272,2.5,2.5124999999999997,XXX
273,4,4,CEI
274,4,4,None
275,4,4,None
276,3.591824727016501,3.2513810745405145,FIG
277,3.3647965469597176,3.276101429982772,IGI
278,3.594126714090817,3.788771745818667,BIA
279,4,4,JID
280,3.7286386507330462,3.7290475871197173,CEI
281,3.25,3.6312499999999996,XXX
282,2.7857142857142856,3.0625,XXX
283,4,4,BIA
284,3.5536386507330464,3.6036165526369586,CEI
285,3.428638650733046,3.2111165526369585,CEI
286,3.0702641807829165,2.789572205444655,None
287,4,4,BIA
288,2.991824727016501,3.107588308167103,FIG
289,3.7647965469597175,3.777391752563417,IGI
290,4,,None
291,3.8660707883536816,3.6732840958982704,JJI
292,3.8274070379257736,3.8126491285215773,None
293,3.1641025641025644,,XXX
294,3.401822009030729,3.4886136303624755,DHJ
295,2.8117647058823527,,XXX
296,4,4,JJI
297,3.2369090534746645,2.974875390995294,JID
298,3.3018220090307295,3.240656641115164,DHJ
299,3.0076536898168604,3.1212627203053525,IGI
300,4,4,IGI
301,2.749190430083361,2.557502519251365,DHJ
302,4,4,ECE
303,4,,CEI
304,2.9299999999999997,3.091428571428571,XXX
305,3.6494090534746646,3.515500390995294,JID
306,4,4,JJI
307,4,4,FJG
308,3.9316267140908163,3.8491884124853337,BIA
309,4,4,JJI
310,3.8018220090307295,3.549005787225221,DHJ
311,4,4,CEI
312,3.7566267140908165,3.749188412485334,BIA
313,4,4,CEI
314,3.1043247270165013,3.2094792981559794,FIG
315,4,4,IGI
316,4,4,IGI
317,3.6211040427675476,3.623425422103385,FJG
318,4,4,JJI
319,3.7868827306102184,4,ECE
320,3.590039012730787,3.6559754049412967,FIG
321,4,4,None
322,3.3482136454965383,3.481319810183985,JJI
323,3.5393220090307294,3.433196963695809,DHJ
324,4,4,JJI
325,3.82236660157796,3.945653081848286,ECE
326,3.3261947677603794,2.94602923714914,JID
327,3.1768220090307295,2.9456969636958092,DHJ
328,3.8845498950686306,4,None
329,4,3.879724741473587,DHJ
330,2.182102504794279,2.4301689533283932,FIG
331,3.574409053474665,3.431125390995294,JID
332,2.9598666015779602,2.9244030818482862,ECE
333,3.950510832674003,3.950067808901445,IGI
334,4,3.9779036611156613,JJI
335,3.0161077233164435,2.6456969636958094,DHJ
336,3.5452423868079976,3.614161105281008,JID
337,3.180867975531146,3.3640584192300835,IGI
338,4,,FJG
339,3.3186104413022153,,FIG
340,4,4,None
341,4,4,JID
342,4,4,FJG
343,3.7461040427675476,,FJG
344,4,4,JID
345,2.438575720141331,2.381693572813476,JID
346,2.991824727016501,3.173918953328393,FIG
347,4,4,BIA
348,3.3,3.693333333333333,XXX
349,2.8643220090307295,3.0148501895022606,DHJ
350,3.5937951730065314,3.770653081848286,ECE
351,4,,BIA
352,3.929324727016501,3.8676689533283932,FIG
353,4,4,None
354,4,4,DHJ
355,3.0647965469597174,3.3088203239919887,IGI
356,4,4,BIA
357,3.99736660157796,4,ECE
358,3.699409053474665,3.6877541788740817,JID
359,3.9836040427675474,4,FJG
360,4,4,JJI
361,3.841070788353681,4,JJI
362,4,,None
363,3.230867975531146,3.1767856919573565,IGI
364,3.4779221571335155,,ECE
365,3.9786386507330462,4,CEI
366,4,4,FJG
367,2.8918247270165014,2.8835022866617264,FIG
368,3.384636326201937,3.099875390995294,JID
369,3.326199727016501,3.3112034360870144,FIG
370,3.528638650733046,3.3348665526369587,CEI
371,3.7661386507330463,3.7844498859702917,CEI
372,3.0268220090307296,3.068613630362476,DHJ
373,3.0589648661735866,3.1213018024054864,DHJ
374,4,4,JJI
375,3.1459124283765316,3.385970021680736,BIA
376,4,4,FJG
377,3.1795094587208172,2.989403081848286,ECE
378,4,,None
379,4,4,ECE
380,3.4643220090307296,3.464446963695809,DHJ
381,3.6910707883536817,3.712195386220851,JJI
382,2.7647965469597175,3.106141752563417,IGI
383,3.8198620082084638,3.718885382182304,BIA
384,2.3057142857142856,2.6186666666666665,XXX
385,3.37236660157796,3.575831653276858,ECE
386,3.929324727016501,3.9301689533283932,FIG
387,4,,DHJ
388,2.0244090534746646,2.4313039624238653,JID
389,3.7918247270165013,3.8801689533283934,FIG
390,3.05,,XXX
391,4,4,None
392,3.3119090534746647,3.193208724328627,JID
393,2.1285714285714286,2.551612903225806,XXX
394,4,3.9387717458186673,BIA
395,3.431070788353682,3.448284095898271,JJI
396,3.1244090534746647,3.1869721651888425,JID
397,4,4,CEI
398,3.82236660157796,3.7831530818482864,ECE
399,3.2220498950686305,3.5234183592908086,None
400,3.055867975531146,2.793641752563417,IGI
401,3.413121323640059,3.7967516926241416,None
402,4,4,JJI
403,2.9555555555555557,,XXX
404,4,4,ECE
405,2.620991393683168,2.608740381899822,FIG
406,3.8994090534746646,3.974875390995294,JID
407,3.4427378252019283,3.7734308367277576,BIA
408,3.99736660157796,4,ECE
409,4,4,None
410,4,4,CEI
411,3.1268220090307293,3.0162326779815234,DHJ
412,3.3744090534746647,3.263937890995294,JID
413,3.326199727016501,3.4254814533283935,FIG
414,4,3.8186417525634173,IGI
415,2.5223666015779602,2.5910697485149528,ECE
416,4,4,JJI
417,4,4,JJI
418,3.241824727016501,3.2489189533283933,FIG
419,3.1625,3.5,XXX
420,3.5194762421680164,3.4403138808646254,FIG
421,3.2018220090307294,2.9519469636958093,DHJ
422,4,4,None
423,4,4,CEI
424,3.591070788353681,3.6991769530411274,JJI
425,4,4,None
426,2.111764705882353,2.6285714285714286,XXX
427,4,4,CEI
428,3.7661386507330463,,CEI
429,4,4,DHJ
430,3.7276536898168606,3.7303494990422905,IGI
431,3.2994090534746645,3.4532087243286274,JID
432,2.567532614196119,2.9511673575872552,FJG
433,2.890787654209539,3.0671808596260637,ECE
434,3.47182200903073,,DHJ
435,4,4,None
436,3.466824727016501,3.5695628927223324,FIG
437,4,3.787034095898271,JJI
438,3.7668247270165014,3.7489189533283933,FIG
439,2.1494410566497772,2.2863219636958094,DHJ
440,3.1,3.218181818181818,XXX
441,4,4,CEI
442,3.356626714090817,3.1091884124853335,BIA
443,2.4018220090307296,2.276140512082906,DHJ
444,4,4,DHJ
445,2.545443524654883,2.681069748514953,ECE
446,3.544126714090817,3.9512717458186666,BIA
447,1.9499999999999997,2.3428571428571425,XXX
448,3.381603269648793,3.41011902529069,IGI
449,4,3.9670340958982706,JJI
450,4,4,FJG
451,3.5461040427675474,3.884500690920589,FJG
452,3.891070788353682,4,JJI
453,3.6473666015779602,3.4416758091210133,ECE
454,4,4,IGI
455,2.7119090534746646,2.7472438120479254,JID
456,3.6143220090307295,,DHJ
457,4,4,JJI
458,4,3.9665420576619606,JID
459,4,4,None
460,2.9366523158636744,3.051903081848286,ECE
461,2.875,3.2624999999999997,XXX
462,3.390039012730787,3.4449837681432083,FIG
463,4,4,IGI
464,3.273367975531146,3.192391752563417,IGI
465,2.05,2.475862068965517,XXX
466,3.110601895695607,,ECE
467,4,4,BIA
468,3.304324727016501,3.3739189533283933,FIG
469,3.010034642197813,2.8123917525634172,IGI
470,3.3776580603498347,3.251136695263877,FIG
471,4,4,FJG
472,4,4,DHJ
473,2.9625,2.9499999999999997,XXX
474,1.9173682052773708,2.2463851695446095,FIG
475,3.3911386507330463,3.7511165526369585,CEI
476,2.916107723316444,3.337241081342868,DHJ
477,2.579082261245432,2.9688203239919884,IGI
478,4,4,DHJ
479,4,4,FJG
480,2.7518220090307293,2.680518392267238,DHJ
481,4,4,FJG
482,3.958604042767547,4,FJG
483,2.949409053474665,3.3544208455407487,JID
484,3.138888888888889,3.317647058823529,XXX
485,3.1978832284019636,3.340085025957475,None
486,3.1018220090307294,3.4154604772093227,DHJ
487,2.8486386507330463,,CEI
488,2.730769230769231,,XXX
489,3.653246899910404,3.565360905974353,FJG
490,3.698837189813254,,ECE
491,2.7937951730065316,2.804403081848286,ECE
492,3.3494090534746648,3.506125390995294,JID
493,3.12236660157796,3.0331530818482864,ECE
494,3.3119090534746647,3.376798467918371,JID
495,4,4,FJG
496,3.7339279312108244,3.6370340958982705,JJI
497,3.7962840534746647,3.6065420576619607,JID
498,4,3.8844505760928287,IGI
499,4,4,FJG
500,2.8018220090307295,2.6939469636958093,DHJ
501,3.150938030149389,3.551903081848286,ECE
502,4,3.978667357587256,FJG
503,2.8845498950686306,,None
504,2,1.9642857142857142,XXX
505,4,4,JJI
506,3.5644718647358546,3.5019030818482864,ECE
507,3.7720498950686308,4,None
508,3.3855244963148023,3.631069748514953,ECE
509,3.8874856225899697,3.8707250858967504,IGI
510,4,4,None
511,3.241824727016501,3.363502286661727,FIG
512,3.3348666015779602,3.372095389540594,ECE
513,2.9744090534746648,2.879875390995294,JID
514,3.730867975531146,,IGI
515,3.2625,,XXX
516,3.401822009030729,3.328613630362476,DHJ
517,3.2982933807574835,3.470400533697455,BIA
518,4,4,None
519,4,4,BIA
520,4,4,BIA
521,2.4576580603498344,2.699134470569773,FIG
522,4,4,FJG
523,1.9909090909090912,2.2199999999999998,XXX
524,2.3494090534746648,2.530178421298324,JID
525,4,4,None
526,4,4,BIA
527,3.816138650733046,3.8161165526369585,CEI
528,2.5,2.525,XXX
529,3.0244090534746646,2.7586989204070584,JID
530,3.7744090534746646,3.637375390995294,JID
531,3.8660707883536816,3.818646999124077,JJI
532,3.9288518464988877,3.9984087017159595,IGI
533,2.893367975531146,3.0040584192300837,IGI
534,4,4,JJI
535,3.7601981426622455,3.675855079152,BIA
536,2.404324727016501,2.7926689533283935,FIG
537,4,3.6807577439364705,JID
538,4,4,None
539,4,4,None
540,2.370967741935484,,XXX
541,3.17236660157796,3.200766718211922,ECE
542,4,4,BIA
543,2.8556999349112933,3.0894030818482863,ECE
544,3.958604042767547,4,FJG
545,3.9211040427675474,3.666167357587256,FJG
546,3.0018220090307293,2.821946963695809,DHJ
547,3.2625,,XXX
548,4,4,BIA
549,3.6649600474241497,3.7704005336974546,BIA
550,2.630393437602158,2.495696963695809,DHJ
551,4,4,CEI
552,3.804324727016501,3.6676689533283935,FIG
553,4,4,CEI
554,3.398115950026389,3.3840859173110838,JID
555,3.305867975531146,3.268641752563417,IGI
556,3.1937951730065315,3.364403081848286,ECE
557,3.0471818698736444,3.162427017844522,FIG
558,3.9143220090307294,3.751946963695809,DHJ
559,2.2411764705882353,,XXX
560,3.2393220090307295,3.0078293166369856,DHJ
561,4,4,JJI
562,3.3433914199731696,3.672844326463828,BIA
563,4,4,JJI
564,3.6255158074734295,,FJG
565,3.5018220090307293,3.5548881401663976,DHJ
566,3.640426799060558,3.6450840602557246,IGI
567,3.3994090534746646,3.4998753909952938,JID
568,3.6836040427675476,3.46213509952274,FJG
569,4,4,FJG
570,4,3.9998753909952933,JID
571,4,4,None
572,3.0223666015779602,3.264403081848286,ECE
573,4,4,JID
574,3.2893220090307294,3.308196963695809,DHJ
575,3.8643220090307295,,DHJ
576,2.681626714090817,3.215855079152,BIA
577,4,4,BIA
578,3.3768220090307293,3.3080075697564153,DHJ
579,2.0406883633801374,2.1301689533283934,FIG
580,3.9119090534746648,3.999875390995294,JID
581,4,4,None
582,4,4,JJI
583,4,3.752097634916358,IGI
584,4,,ECE
585,4,4,BIA
586,2.8518220090307294,2.6311777329265786,DHJ
587,3.751986395708724,4,FJG
588,3.716070788353681,3.6107840958982704,JJI
589,2.479082261245432,2.423106038277703,IGI
590,3.5012165617352973,3.7005612164336656,None
591,3.768367975531146,3.543641752563417,IGI
592,4,3.953700762564937,JJI
593,3.7893220090307294,3.464446963695809,DHJ
594,4,,None
595,4,4,CEI
596,3.6110150343546756,3.4825530428859977,IGI
597,3.8393220090307296,3.776946963695809,DHJ
598,3.7647965469597175,3.8307250858967503,IGI
599,3.3973666015779602,3.508153081848286,ECE
600,3.65986660157796,3.764403081848286,ECE
601,3.341824727016501,3.5551689533283932,FIG
602,3.3375,3.458064516129032,XXX
603,3.6494090534746646,3.574875390995294,JID
604,2.5200000000000005,2.6538461538461537,XXX
605,4,4,BIA
606,4,4,IGI
607,4,3.7240584192300834,IGI
608,3.7714957935901894,4,CEI
609,3.2723666015779602,3.045653081848286,ECE
610,3.530393437602158,3.2552802970291426,DHJ
611,4,4,None
612,4,4,CEI
613,3.4168247270165013,3.2004814533283934,FIG
614,4,4,JJI
615,4,4,None
616,4,4,FJG
617,3.034131307460313,2.921545938991143,ECE
618,4,4,FJG
619,3.3293247270165014,3.6665325896920296,FIG
620,2.487536294745015,2.1277534153087125,DHJ
621,3.4627707094342135,3.30729638984532,FJG
622,4,4,BIA
623,2.32236660157796,2.7849913171424037,ECE
624,3.6711040427675474,,FJG
625,2.7286386507330462,2.5723665526369586,CEI
626,3.6841749502072,,DHJ
627,3.508604042767547,3.923520298763726,FJG
628,4,4,JJI
629,3.4143220090307294,3.1081969636958093,DHJ
630,4,3.8003674292316036,JJI
631,3.770732582886429,3.949875390995294,JID
632,3.3779221571335154,3.4526383759659334,ECE
633,3.7875362947450153,3.4881538602475333,DHJ
634,3.3911386507330463,3.94263170415211,CEI
635,3.903570788353681,,JJI
636,3.4984423740753248,3.333026096185536,FIG
637,2.5375,2.71875,XXX
638,3.591070788353681,3.6857840958982706,JJI
639,3.3076536898168603,2.637391752563417,IGI
640,2.7186104413022156,2.2541689533283935,FIG
641,4,4,BIA
642,3.643367975531146,3.7811417525634172,IGI
643,4,3.824500690920589,FJG
644,3.8345210036742223,4,CEI
645,3.1131213236400592,3.493418359290809,None
646,3.6845498950686304,3.7996683592908087,None
647,4,4,CEI
648,3.980867975531146,3.399891752563417,IGI
649,3.9893220090307295,3.839446963695809,DHJ
650,2.7109129181216383,2.182434768573858,DHJ
651,4,4,CEI
652,3.4077374550203485,3.590111018975194,JJI
653,3.294949727016501,2.9446850823606514,FIG
654,4,4,ECE
655,2.675,2.896969696969697,XXX
656,3.1473666015779602,3.426903081848286,ECE
657,3.1643220090307294,3.1619469636958093,DHJ
658,3.3925600211341482,3.1889924827401583,FIG
659,3.557737455020349,3.690111018975194,JJI
660,3.768367975531146,3.799891752563417,IGI
661,2.9125,3.2375,XXX
662,3.85986660157796,,ECE
663,3.5988371898132545,3.305028081848286,ECE
664,4,4,None
665,1.9714285714285715,2.3466666666666667,XXX
666,3.695939656089553,,DHJ
667,3.430867975531146,3.1857788493376105,IGI
668,4,4,JJI
669,2.4705882352941178,3.1516129032258067,XXX
670,3.05,,XXX
671,4,4,CEI
672,3.403638650733046,2.7128556830717416,CEI
673,3.5319090534746644,3.3869721651888427,JID
674,3.9785707883536814,3.9605824829950445,JJI
675,3.4459995544785147,3.6525432677149325,IGI
676,4,4,IGI
677,2.974483856947959,3.0225217458186675,BIA
678,2.9711040427675472,2.7378340242539223,FJG
679,4,,None
680,2.909033268244627,3.0077364151816193,ECE
681,3.710601895695607,,ECE
682,3.7286386507330462,3.964449885970292,CEI
683,3.628638650733046,3.923374617153087,CEI
684,3.967110585058559,4,BIA
685,3.4330720090307296,,DHJ
686,3.2744090534746646,2.979875390995294,JID
687,3.455659053474665,3.531125390995294,JID
688,3.40986660157796,3.500340581848286,ECE
689,4,,IGI
690,4,4,BIA
691,4,4,CEI
692,4,4,CEI
693,4,4,JJI
694,2.8245498950686305,3.2791326450050944,None
695,3.429324727016501,3.3864189533283935,FIG
696,3.841138650733046,4,CEI
697,3.760034642197813,3.8668035172692994,IGI
698,4,4,FJG
699,4,4,None
700,3.370991393683168,3.375330243650974,FIG
701,4,4,None
702,3.6143220090307295,3.7019469636958093,DHJ
703,2.5375,2.8878787878787877,XXX
704,4,4,CEI
705,2.307737455020348,3.0359996131396496,JJI
706,4,4,BIA
707,2.8191267140908165,2.8558550791520005,BIA
708,3.730659053474665,3.681125390995294,JID
709,4,4,JJI
710,4,4,ECE
711,4,4,None
712,2.930867975531146,3.049891752563417,IGI
713,3.690787654209539,3.8900441074893117,ECE
714,3.9822568644200347,3.9717667525634166,IGI
715,3.8366523158636747,3.845048243138609,ECE
716,3.3536386507330462,3.5661165526369585,CEI
717,3.4911386507330464,3.7786165526369584,CEI
718,3.9168739448506935,4,CEI
719,4,4,None
720,3.6782925972660236,3.4974015091503547,DHJ
721,2.9268732735367777,2.9345006909205886,FJG
722,2.323529411764706,2.212121212121212,XXX
723,3.643578722790081,3.7568273242725287,ECE
724,4,3.6503340604700028,DHJ
725,2.875,,XXX
726,3.9175326141961184,3.9345006909205886,FJG
727,4,4,None
728,3.883604042767547,3.9224173575872556,FJG
729,3.5223886507330464,3.4067415526369587,CEI
730,3.6285707883536817,3.4732840958982703,JJI
731,3.7744090534746646,3.930430946550849,JID
732,3.4143220090307294,3.176140512082906,DHJ
733,3.011909053474665,3.018625390995294,JID
734,3.903570788353681,4,JJI
735,3.3911386507330463,3.131116552636959,CEI
736,3.370991393683168,3.41964263753892,FIG
737,4,4,None
738,3.96924160157796,4,ECE
739,4,4,None
740,2.6065771278937495,2.6977364151816197,ECE
741,2.19736660157796,2.723226611260051,ECE
742,3.675699934911293,3.7769030818482863,ECE
743,3.8366523158636747,4,ECE
744,3.0768220090307294,2.9595227212715667,DHJ
745,3.181233773736612,2.717464205075119,DHJ
746,2.052941176470588,1.9393939393939392,XXX
747,3.0744838569479596,3.57537888867581,BIA
748,4,4,FJG
749,2.820588235294118,3.0552238805970147,XXX
750,3.2293247270165013,3.1768356199950603,FIG
751,3.5532468999104045,3.816973809200159,FJG
752,4,4,IGI
753,2.543367975531146,2.8844505760928287,IGI
754,4,3.953559866921616,DHJ
755,3.1143220090307295,3.115280297029143,DHJ
756,3.22236660157796,3.3510697485149525,ECE
757,2.9779221571335155,2.9467560230247565,ECE
758,1.9625,2.6787878787878787,XXX
759,3.355867975531146,2.981141752563417,IGI
760,3.5532468999104045,3.8125959290158273,FJG
761,3.7768220090307296,3.7564924182412636,DHJ
